title,company,location,link
Software Engineer (Blockchain MainNet),LINE Plus corporation,성남 서현역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0c821be753922eb1
Analytics Specialist,MightyHive,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=419692b3ddb34768
"Strategic Business Process Analyst, Senior",Booz Allen Hamilton,경기도,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cc0f7961bca3b71a
Senior Specialist Consultant - AI/ML,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b51ca785a45edf17
[S/W] Data Scientist,None,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1cf93daa6caae41a
가천대학교 뇌과학연구원 의료 영상 분석 연구원,길의료재단,인천 남동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c90669eb6b70ab4a
Partner Marketing Creative Manager,Netflix,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=386039478a3bee35
네이버 글로벌 광고 FE/서버 개발자,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5c8a5850fcd359ff
Partner Sales Manager,DataDog,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2d01c6c696a29b84
민트팟 앱/웹 서비스 기획 경력직,민트팟,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5b0e06aa4791f041
Backend Developer,Calm Island,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1ce577010a0d8f4d
October 1 | NEAR MYEONGDONG | Kindy and Elementary,None,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8bc8098336beb119
MWR Site Manager,US Department of the Navy,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d17b2f4c97e0f891
Automotive Engineer*,Goodyear,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0fefa9c71646e975
Heavy Wheel Mechanic,ASO,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f24e9df35ada830d
Cloud Support Eng. II (DMS),Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7f38721257646550
Strategic Partner Development Manager,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f79c16822c68ca23
Startup Business Development,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=037aca36bc6cd167
[Clova] Clova Dubbing BE Engineer 경력사원,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f0715def1c14f4fe
Incheon English Village,INQKOREA,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=842a56850727c858
Digital Marketing Manager (Korean Speaking),None,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=06789b67e4cf003c
June 2020 | Kindy and Elementary | FREE MORNINGS TO EXPLORE,None,광주,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ee004b6903fdf7c
Account Manager - Key Account - Korea,Bytedance,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=25e6afaf51b8ce7a
Teacher (English,None,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=974cc824d8ef2767
Principal Outposts Specialist,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=794f536fe017d7e3
[퇴직기술인력 중소기업활용]㈜오픈놀 웹개발자 경력자 안내,오픈놀,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=429dbaa8bac68f79
"Specialist Solutions Architect III, AI/ML",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2625bdacef9c5d08
Account Executive - CDMS,Veeva Systems,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a678c3e9114575ab
[NAVERxLINE] Global Ad Web/Backend Engineer,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a0189433794de62c
민트팟 소프트웨어 외주 개발 프로젝트 매니저(PM),민트팟,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=681f385b2ec79207
APC APAC Business Development Manager - Korea,Henkel,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ecd67d6a0e981214
AV/VTC Engineer​,C3EL,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d9bc4480e0d2fe02
VMware Inside Sales Product Specialist,None,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d6d3efea03f303a2
Quarantine Support | LOCATIONS ALL OVER KOREA | November Intake,None,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c81da6ca34f597db
AWS 데이터 센터 경력사원,아마존웹서비시즈코리아,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=76bc032e5720d4d2
빅데이터 플랫폼 상품 개발 포털 대기업,포털 대기업,경기도,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dc68562127ae9908
Associate Program (2021 Intake),AlphaSights Ltd.,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3dd5c2e429a10df5
JUNE 1 | Kindy and Elementary Position,None,광주,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=20764183e255f77f
Duty Free - Customer Development Lead,None,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0c2c263cac37b646
MySQL Engineer,None,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dd06066d79860614
Recruiting Coordinator,Sendbird,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ca1894015f1ef7dc
Data Engineer,None,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3a8cf7e51ca14e44
Experienced Associate 2020 Intake,AlphaSights Ltd.,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=06eb0db19df30d08
2020년 소프트웨어 개발자 보충역 산업기능요원 (병역특례) 3차,엠더블유스토리,서울 성북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=495886ec1f406e51
Channel Executive,None,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=983dcebf206df4eb
Account Manager-Startup,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c121fe7917f522ab
Commercial Leader,Veeva Systems,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cbb14899b996f9e2
Data Engineer,고도소프트,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=68ee194a9d487aac
백엔드 개발자(데이터 엔지니어) - Junior,유저해빗,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0d5c5371dd25b265
Inside Sales Representative (ISR) - Korea,Cloudera,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=530cb47032e79bef
행복배달NO.1 달리고배달대행 라이더 /초보&경력&투잡가능[꿀],None,강원도 강릉,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=336b789b4cd3592e
Brand Marketing & Content Executive,한국필립모리스㈜,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0f9fcb5addb9d5a4
In-Country Sales Executive,Eurocentres,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=093238f67e9a627b
Data Analyst,Axiologic Solutions,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb45c08f4c4a43d8
Fieldwork Executive,None,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7d3f60f478d7844a
[Clova] Clova AI AiCall 개발자 경력사원,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7db25ada717266e0
매칭팀 - 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b83e48f219011128
Customer Engineering Manager,None,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c6ca39e3058bbb42
"Sales Manager, Extended Access Technologies, Korea (REQ-782)",HID Global,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ac43f0ce08fda504
"Principal BDM - FSI, Korea",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f74f76d73f03c3a
Partner Manager - Microsoft,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e875a93c008b5e1e
Innovation Manager,Success Korea,서울 역삼역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=35a7f78df869943c
[S/W] Frontend Engineer for Mobility,None,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7bf97d0610a0cc3b
AR and Credit Specialist,Success Korea,서울 여의도역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4686bd618d9d5ff0
"Solutions Architect II - AMAZON Web Services, Korea",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7524107610679f93
Safety and Occupational Health Specialist,None,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f9c2318fd7ea64d0
Customer Development Specialist (Trade marketer),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f19ba1ef728fc6d8
VP of Engineering,"Miso, inc",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f5db97b4d95cbc04
"Solutions Architect III, Gaming - AMAZON Web Services, Korea",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ed6984dcb1dd051
"Global Access, Value & Economics , Korea & Taiwan manager",Success Korea,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=52ad68dcf6d5e675
Full-Stack Engineer,Motion2AI,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=36089807638eb8cb
Storage Product Marketing Manager,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ade9f92b6fb89cfe
Inside Sales Senior Representative,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dd88e5b0ad34d8ad
